epoch,train_loss,train_acc,val_loss,val_acc
35,0.08788625800609588,0.971,0.023010332345962524,0.993
36,0.07910981005430222,0.9755,0.026649799108505248,0.992
37,0.07478346925973892,0.975,0.019835524320602416,0.997
38,0.08020175564289093,0.9755,0.026596786618232726,0.992
39,0.0792063804268837,0.973,0.0232831711769104,0.991
40,0.0745750812292099,0.972,0.024574564933776855,0.994
41,0.08489176714420318,0.972,0.022811944484710692,0.992
42,0.08895465952157974,0.9705,0.023568429708480835,0.991
43,0.07666584235429764,0.9735,0.01995121693611145,0.996
44,0.07613051545619964,0.9735,0.022723918557167055,0.992
45,0.07375378513336181,0.9775,0.023139782667160033,0.992
46,0.07281784039735795,0.975,0.025406309366226197,0.991
47,0.07151176136732101,0.9755,0.021721136689186096,0.996
48,0.08174442023038864,0.968,0.02337328588962555,0.993
49,0.07831956994533538,0.977,0.021720683336257936,0.992
50,0.0834657815694809,0.973,0.0226678227186203,0.994
51,0.07529835742712021,0.978,0.0192855304479599,0.992
52,0.06386518943309784,0.98,0.024120950102806092,0.99
53,0.08247029542922973,0.974,0.027679243087768556,0.989
54,0.08791304785013199,0.9685,0.019925150036811827,0.997
55,0.07705636274814606,0.978,0.022143158555030823,0.993
56,0.08666932392120362,0.9755,0.020260445952415468,0.997
57,0.07150166004896163,0.98,0.0230007643699646,0.994
58,0.07293964469432831,0.978,0.02247107684612274,0.993
59,0.0779292801618576,0.973,0.022706880569458007,0.993
60,0.07813136404752731,0.9745,0.021659258127212526,0.993
61,0.06573929852247239,0.9785,0.027447643280029296,0.992
62,0.0681609120965004,0.98,0.02391425621509552,0.993
63,0.08247909814119339,0.973,0.0235118647813797,0.993
64,0.07235588324069976,0.979,0.022291045784950256,0.994
65,0.06661917006969452,0.981,0.022958852410316467,0.994
66,0.08742786800861359,0.969,0.020358336687088013,0.995
67,0.08225967240333557,0.9725,0.0237273530960083,0.994
68,0.06292484390735627,0.98,0.020524940729141235,0.996
69,0.0744687147140503,0.9795,0.023937623977661134,0.992
70,0.07923660922050477,0.976,0.02322984766960144,0.996
71,0.0734373105764389,0.9785,0.022888466596603395,0.992
72,0.07988394409418106,0.9705,0.021902601718902587,0.996
73,0.0766148777604103,0.974,0.023825119853019713,0.991
74,0.0822988282442093,0.974,0.02247547459602356,0.994
75,0.08034366261959076,0.975,0.021917685508728028,0.993
76,0.0717311539053917,0.9735,0.023172323346138002,0.996
77,0.07083377820253373,0.976,0.026068917632102968,0.994
78,0.07283743977546692,0.9745,0.025529773354530334,0.995
79,0.07466582834720611,0.9775,0.019536296486854555,0.995
80,0.08385294383764266,0.9735,0.01936868155002594,0.996
81,0.07192981714010238,0.979,0.023850412487983703,0.993
82,0.07126537597179412,0.975,0.025400741100311278,0.995
83,0.07855587017536163,0.9765,0.024089568853378297,0.989
84,0.07197222584486007,0.974,0.025625472903251647,0.992
85,0.0971147164106369,0.967,0.022273359417915344,0.993
86,0.08078990489244461,0.975,0.025436426997184753,0.991
87,0.09128346651792527,0.9705,0.023757401466369628,0.991
88,0.06858775758743287,0.9755,0.021013625025749206,0.994
89,0.07787753069400788,0.976,0.02349564063549042,0.992
90,0.07735437899827957,0.9705,0.02486392855644226,0.994
91,0.0736497037410736,0.9755,0.022872621893882752,0.994
92,0.06689970886707305,0.9815,0.021670071005821228,0.994
93,0.0777851539850235,0.974,0.021079005002975465,0.993
94,0.0719487771987915,0.978,0.018469189047813417,0.998
95,0.08188047540187836,0.9735,0.023420349836349486,0.994
96,0.07187130713462829,0.9785,0.023962706685066223,0.991
97,0.09171609586477279,0.9685,0.022132332086563112,0.995
98,0.07686008441448211,0.975,0.020885440111160277,0.997
99,0.07482948213815689,0.977,0.022007872819900513,0.995
100,0.07125088268518448,0.978,0.014669208884239197,0.996
101,0.053798129856586455,0.981,0.015876751899719238,0.995
102,0.05383898168802261,0.9835,0.012448219776153565,0.997
103,0.05169293940067291,0.981,0.014545026540756225,0.997
104,0.048438012778759004,0.9855,0.010704353809356689,0.997
105,0.04286185771226883,0.9855,0.008988050580024718,0.997
106,0.027096462070941924,0.9905,0.010387422800064086,0.997
107,0.048434653401374816,0.985,0.013008655786514282,0.997
108,0.030374193847179414,0.991,0.010452015399932861,0.997
109,0.04185735112428665,0.985,0.011400326132774353,0.997
110,0.02809572607278824,0.9925,0.01285483992099762,0.996
111,0.02485085219144821,0.992,0.009037569761276246,0.997
112,0.021725501596927644,0.994,0.008345024108886719,0.997
113,0.03718917715549469,0.985,0.009926619410514832,0.997
114,0.029130081295967104,0.992,0.009626782894134522,0.997
115,0.01970861792564392,0.994,0.008182910203933715,0.997
116,0.023725436329841615,0.9915,0.010855029344558715,0.997
117,0.025165641725063324,0.9935,0.0085737624168396,0.997
118,0.026553449034690858,0.991,0.008593045711517333,0.997
119,0.029685972392559053,0.99,0.011232910513877868,0.996
120,0.024456476628780366,0.9905,0.009032169699668885,0.997
121,0.031025682032108308,0.992,0.010888067603111267,0.997
122,0.02295404577255249,0.993,0.008115875005722046,0.997
123,0.021044962525367736,0.992,0.006832000017166138,0.997
124,0.02242269879579544,0.994,0.010434247374534607,0.997
125,0.025257682621479035,0.9905,0.01216542613506317,0.997
126,0.02483584839105606,0.991,0.009237165570259094,0.996
127,0.01893753641843796,0.995,0.00806289803981781,0.997
128,0.016471518993377687,0.9945,0.008056222915649414,0.997
129,0.01930450016260147,0.994,0.01014369821548462,0.997
130,0.018446459710597992,0.9955,0.008660657405853272,0.997
131,0.02363675159215927,0.994,0.010041832089424134,0.997
132,0.01761039513349533,0.9955,0.010383469343185426,0.996
133,0.022848584830760955,0.9925,0.009395344495773315,0.997
134,0.019823611497879028,0.9925,0.009605169296264648,0.998
135,0.025390043139457703,0.993,0.00868148672580719,0.997
136,0.014365129828453064,0.9945,0.008180388927459717,0.997
137,0.020026789247989653,0.994,0.008861634612083434,0.997
138,0.01957153981924057,0.995,0.012191756248474121,0.996
139,0.022166397511959077,0.9945,0.0104027419090271,0.997
140,0.01824301964044571,0.995,0.009065746665000915,0.997
141,0.01930194681882858,0.9945,0.006915665388107299,0.997
142,0.018859660148620606,0.992,0.008093679308891296,0.997
143,0.01971719342470169,0.991,0.009627336382865906,0.997
144,0.020080418586730958,0.9935,0.008267801642417907,0.997
145,0.02530739963054657,0.9915,0.01512750542163849,0.995
146,0.015237606763839721,0.995,0.011157652020454406,0.996
147,0.021438006818294525,0.993,0.007103743672370911,0.997
148,0.024460314571857454,0.993,0.010161294937133789,0.997
149,0.023930441856384276,0.992,0.010075874328613281,0.997
150,0.022786499500274657,0.9935,0.010874581098556518,0.997
151,0.022309309542179107,0.993,0.015568693280220031,0.996
152,0.028352233707904816,0.9915,0.009108720898628235,0.997
153,0.021321845233440398,0.993,0.013216644644737244,0.996
154,0.01572721552848816,0.9955,0.00768788754940033,0.997
155,0.025427673876285552,0.9915,0.007997341752052307,0.997
156,0.02164174097776413,0.9925,0.011934300184249878,0.995
157,0.022863902926445006,0.9925,0.01014748752117157,0.997
158,0.031754660964012145,0.9895,0.008405680775642395,0.997
159,0.01713765013217926,0.996,0.01063736927509308,0.997
160,0.02099489861726761,0.9925,0.008901922583580017,0.997
161,0.022613131642341612,0.9945,0.012167442679405213,0.996
162,0.023787806808948517,0.9935,0.00932423985004425,0.997
163,0.017369684398174285,0.9935,0.00983870244026184,0.997
164,0.02361489588022232,0.9965,0.0072158447504043575,0.997
165,0.02631412535905838,0.9935,0.008371867418289184,0.997
166,0.01629917788505554,0.9975,0.010075421810150146,0.997
167,0.0199203861951828,0.9945,0.009747722864151001,0.997
168,0.018139790534973145,0.9955,0.011230090260505676,0.997
169,0.024420275509357454,0.9925,0.008616406321525574,0.997
170,0.021894323229789733,0.992,0.008229795336723328,0.997
171,0.02717135888338089,0.9895,0.007619578123092652,0.997
172,0.018387604832649233,0.996,0.008916266798973083,0.997
173,0.021071320593357087,0.9955,0.009876317024230957,0.996
174,0.015748725175857545,0.997,0.009101754426956177,0.997
175,0.017386448681354524,0.9945,0.011051679968833923,0.996
176,0.028723090708255766,0.99,0.010563632369041443,0.997
177,0.0199983451962471,0.993,0.01028030502796173,0.997
178,0.02262671571969986,0.9925,0.008865845084190369,0.997
179,0.019492827951908112,0.994,0.012573520421981812,0.997
180,0.020632537961006163,0.993,0.008713416457176208,0.997
181,0.029987033069133757,0.9905,0.011269405364990234,0.997
182,0.026795506656169893,0.9915,0.009900416731834411,0.997
183,0.021152342081069947,0.994,0.010488325715065002,0.996
184,0.01574884420633316,0.996,0.008106866121292114,0.997
185,0.0199028782248497,0.994,0.008924599409103394,0.997
186,0.019569473803043365,0.9955,0.0099170982837677,0.997
187,0.0205928031206131,0.994,0.008439723253250122,0.997
188,0.02695674681663513,0.99,0.009942537784576416,0.997
189,0.021205938458442687,0.993,0.012492788076400757,0.997
190,0.02397967541217804,0.9915,0.0074163109064102175,0.997
191,0.025567440152168275,0.992,0.009222580432891845,0.997
192,0.01672204375267029,0.996,0.009149866580963135,0.997
193,0.02098977392911911,0.994,0.00921027946472168,0.997
194,0.012729285657405854,0.9975,0.010387603163719178,0.997
195,0.0312736251950264,0.9895,0.011193345308303832,0.996
196,0.020690611958503722,0.9945,0.012808133006095887,0.995
197,0.017448313415050508,0.995,0.008620242595672607,0.997
198,0.018187366545200347,0.994,0.009325521469116211,0.997
199,0.019200716018676758,0.994,0.011715609312057495,0.996
