epoch,train_loss,train_acc,val_loss,val_acc
45,0.08550356847047806,0.9675,0.02348293220996857,0.995
46,0.06263875836133957,0.981,0.018605572700500488,0.998
47,0.06602337670326233,0.9815,0.020102046728134156,0.998
48,0.07293968707323074,0.9725,0.019721988797187805,0.996
49,0.06733725720643997,0.98,0.019111709117889404,0.996
50,0.07576922833919525,0.9745,0.017845884680747985,0.996
51,0.09142360389232636,0.969,0.01792610275745392,0.998
52,0.07284726327657699,0.9775,0.01794922411441803,0.996
53,0.09308717691898347,0.968,0.018994426131248476,0.996
54,0.0882140936255455,0.9735,0.019226836442947388,0.997
55,0.07623890018463135,0.9785,0.01754926073551178,0.995
56,0.07521258383989333,0.9785,0.01669097912311554,0.996
57,0.09379846519231796,0.973,0.02258275818824768,0.996
58,0.08639152669906616,0.9715,0.01727938950061798,0.997
59,0.08724965274333954,0.9705,0.020116360902786255,0.996
60,0.08264326846599579,0.9735,0.017478759407997133,0.997
61,0.0896913048028946,0.974,0.019073774218559266,0.996
62,0.07749207305908203,0.9735,0.021143076777458192,0.996
63,0.08791924315690994,0.971,0.019468405485153197,0.998
64,0.07897145760059357,0.972,0.017206816911697388,0.997
65,0.08251569283008575,0.9755,0.016558881044387817,0.997
66,0.06668058711290359,0.982,0.017015870332717894,0.995
67,0.08025176590681075,0.9715,0.017580010533332826,0.997
68,0.08417999958992005,0.9715,0.016599612474441527,0.997
69,0.08438463908433914,0.971,0.021179933547973633,0.995
70,0.07965253120660781,0.974,0.017060535669326783,0.997
71,0.09461383497714997,0.9685,0.01618690299987793,0.997
72,0.08039834558963775,0.9755,0.018937612295150758,0.996
73,0.08310186797380448,0.9695,0.021407446384429932,0.995
74,0.07097350972890853,0.979,0.019166254043579103,0.996
75,0.08349743509292602,0.974,0.019056246876716615,0.997
76,0.07797265088558197,0.9745,0.01671717619895935,0.996
77,0.08711538881063462,0.9695,0.020079501271247864,0.996
78,0.07826373445987701,0.976,0.01671750807762146,0.996
79,0.06394679594039918,0.984,0.01676191794872284,0.998
80,0.09036942100524903,0.971,0.01604950201511383,0.997
81,0.08442136842012406,0.9735,0.019115580677986146,0.996
82,0.07068057680130005,0.9755,0.01761439323425293,0.996
83,0.09285810214281082,0.969,0.01807429599761963,0.995
84,0.08893304568529128,0.9695,0.020123631834983825,0.996
85,0.08610292047262191,0.972,0.0175929172039032,0.997
86,0.07257640826702118,0.9785,0.0166688814163208,0.997
87,0.07896501940488815,0.97,0.01779609441757202,0.995
88,0.07403131669759751,0.9775,0.019850985527038574,0.996
89,0.07357466381788254,0.976,0.01773011088371277,0.996
90,0.08004428321123123,0.9715,0.017407349467277528,0.996
91,0.07566150492429734,0.975,0.017669613242149353,0.996
92,0.0929418563246727,0.9675,0.023230731010437013,0.996
93,0.08625075936317445,0.9725,0.023304854035377503,0.995
94,0.09708485972881317,0.9705,0.0180052547454834,0.998
95,0.07308583807945251,0.9765,0.017876209139823913,0.995
96,0.08372179681062698,0.9715,0.01850408101081848,0.997
97,0.08697421723604203,0.9755,0.019281380653381346,0.996
98,0.07749561697244645,0.9745,0.01858189654350281,0.996
99,0.08050173723697662,0.969,0.0190427747964859,0.996
100,0.056085173547267914,0.979,0.013632293820381164,0.996
101,0.035612394452095034,0.986,0.008821996092796327,0.998
102,0.02993076342344284,0.988,0.006728030443191528,0.998
103,0.028921026945114135,0.9895,0.008793330669403077,0.998
104,0.031258441984653475,0.9855,0.010053213238716125,0.997
105,0.019272440552711486,0.994,0.008461320161819458,0.998
106,0.019965655744075776,0.995,0.009410768747329712,0.998
107,0.0182221274971962,0.994,0.007925260543823242,0.998
108,0.01742778044939041,0.994,0.008602417707443237,0.997
109,0.010294552445411682,0.9975,0.009088168621063233,0.997
110,0.008408566176891327,0.9985,0.010328235745429992,0.997
111,0.016090086758136748,0.9945,0.008984050393104553,0.998
112,0.016858958303928376,0.9945,0.010617506980895997,0.997
113,0.022915819108486175,0.991,0.012037588596343993,0.997
114,0.011740153312683105,0.997,0.00700503957271576,0.998
115,0.01593647390604019,0.9935,0.010033988952636718,0.997
116,0.017251081287860872,0.995,0.010522440671920777,0.998
117,0.018627418637275697,0.9945,0.010932088851928711,0.997
118,0.018742365658283234,0.9915,0.008993308305740357,0.998
119,0.01471085923910141,0.9945,0.011272013187408447,0.996
120,0.018196826577186586,0.9945,0.008064657926559448,0.998
121,0.02290262269973755,0.9905,0.008778574109077454,0.998
122,0.018111535966396333,0.995,0.011349722146987914,0.997
123,0.024102775275707245,0.9905,0.009533930182456971,0.997
124,0.014231407523155212,0.9955,0.00929535412788391,0.997
125,0.020895768463611603,0.9915,0.008501139998435974,0.998
126,0.013923817276954652,0.9945,0.008643754839897155,0.998
127,0.018060367584228517,0.9955,0.010094240069389344,0.997
128,0.017147450387477874,0.9945,0.01065624487400055,0.997
129,0.017491192042827605,0.9935,0.009288272619247437,0.998
130,0.015586096048355102,0.9955,0.009574646472930909,0.997
131,0.011782201290130615,0.9965,0.007117155313491821,0.998
132,0.028863986670970915,0.99,0.0093378347158432,0.997
133,0.014223037600517272,0.995,0.011042869567871094,0.997
134,0.007436165392398835,0.9985,0.010752012372016907,0.996
135,0.015665744841098787,0.996,0.00859713089466095,0.998
136,0.02223828136920929,0.991,0.00849530291557312,0.998
137,0.015232468247413635,0.996,0.009298258543014526,0.998
138,0.016213247537612916,0.993,0.00986825144290924,0.998
139,0.011038707077503204,0.9955,0.009586617827415466,0.997
140,0.014514886856079101,0.9935,0.009321651339530945,0.997
141,0.024959982812404632,0.9905,0.00764714515209198,0.998
142,0.02525835072994232,0.993,0.009955312967300414,0.997
143,0.016253681659698486,0.9935,0.009266870498657227,0.997
144,0.014265307724475861,0.9965,0.011015049338340759,0.997
145,0.01460866618156433,0.9955,0.008736102819442749,0.997
146,0.01907456350326538,0.993,0.011280343055725098,0.996
147,0.023487084925174713,0.9925,0.008967577934265137,0.997
148,0.021315960705280305,0.9945,0.011074013352394104,0.997
149,0.012209283173084258,0.9965,0.008366108775138855,0.998
150,0.014468884348869324,0.9955,0.007113633871078491,0.998
151,0.020888879656791686,0.9935,0.011903445601463319,0.997
152,0.013764618515968323,0.996,0.008847602486610413,0.998
153,0.014657584190368653,0.995,0.007709001898765564,0.997
154,0.02719113081693649,0.993,0.006929507732391357,0.998
155,0.01652027577161789,0.9945,0.008952514052391052,0.998
156,0.016173248529434203,0.9955,0.007561544060707092,0.998
157,0.013063770234584809,0.996,0.008337599277496338,0.998
158,0.011461253821849824,0.997,0.008563928842544555,0.997
159,0.017873737275600432,0.9935,0.009888404130935669,0.998
160,0.01429449760913849,0.9945,0.009005404710769653,0.998
161,0.018641531229019164,0.994,0.010604796409606933,0.997
162,0.013671688079833984,0.9945,0.009771917939186097,0.998
163,0.012780362784862519,0.996,0.008567620635032653,0.998
164,0.02218454474210739,0.99,0.007546288371086121,0.998
165,0.013899475991725922,0.996,0.011510772109031677,0.996
166,0.029441678285598755,0.9895,0.009471253633499146,0.997
167,0.009025431036949158,0.998,0.007060429215431214,0.998
168,0.014510453283786773,0.997,0.011612254619598389,0.997
169,0.01193177992105484,0.9975,0.008355622053146362,0.997
170,0.018576110899448394,0.995,0.009375719666481017,0.997
171,0.012575376749038697,0.9955,0.009997805714607238,0.996
172,0.018761330902576447,0.995,0.006947783827781677,0.998
173,0.011982090651988983,0.996,0.009660390377044678,0.997
174,0.019810033977031707,0.991,0.008790901184082031,0.997
175,0.017527536928653716,0.994,0.008028443694114686,0.997
176,0.022583769500255584,0.9925,0.010310835599899293,0.997
177,0.010093012452125549,0.996,0.008420288443565368,0.998
178,0.017061382412910463,0.9925,0.010448898196220397,0.997
179,0.026140433073043822,0.991,0.010032638311386108,0.997
180,0.020826154947280885,0.9945,0.009004724144935607,0.998
181,0.020726062715053558,0.993,0.010823313474655151,0.997
182,0.01695126622915268,0.9955,0.007489648461341858,0.997
183,0.014068004369735718,0.9965,0.01023201882839203,0.997
184,0.013525654733181,0.996,0.010964849948883056,0.998
185,0.016207975447177888,0.9945,0.010349706888198853,0.997
186,0.022728496491909028,0.9945,0.007021825194358826,0.998
187,0.01569851839542389,0.9965,0.011502835512161256,0.996
188,0.02158090478181839,0.994,0.009353356719017028,0.998
189,0.020784973740577698,0.9945,0.01076507568359375,0.997
190,0.014167422771453858,0.996,0.008072571516036988,0.998
191,0.020017198443412782,0.9915,0.01038243567943573,0.997
192,0.026036707520484925,0.9915,0.009484351515769958,0.997
193,0.010824794471263886,0.996,0.008420831561088561,0.998
194,0.01897030705213547,0.995,0.007927669644355774,0.998
195,0.013004502296447755,0.996,0.009181419134140015,0.997
196,0.017234033465385438,0.9935,0.007922298192977906,0.998
197,0.016286659598350524,0.9945,0.009158651232719422,0.997
198,0.019434339165687563,0.9925,0.008817949414253234,0.998
199,0.026037522733211516,0.9925,0.008696153044700623,0.997
