epoch,accuracy,loss,val_accuracy,val_loss
0,0.8965129256248474,0.4260222315788269,0.985358715057373,0.12103156745433807
1,0.9865016937255859,0.09832223504781723,0.9882869720458984,0.07806605100631714
2,0.9966254234313965,0.055616993457078934,0.9897511005401611,0.06647070497274399
3,0.9966254234313965,0.044344719499349594,0.9897511005401611,0.06144512817263603
4,0.9943757057189941,0.038117390125989914,0.9912152290344238,0.05879327654838562
