epoch,accuracy,loss,val_accuracy,val_loss
0,0.9628796577453613,0.12598370015621185,0.9912152290344238,0.08299008756875992
1,0.9763779640197754,0.09163038432598114,0.9897511005401611,0.0774313360452652
2,0.9820022583007812,0.0708952248096466,0.9897511005401611,0.07571675628423691
3,0.9876265525817871,0.05959846451878548,0.9897511005401611,0.07319872081279755
4,0.9887514114379883,0.053280480206012726,0.9868228435516357,0.07505565136671066
